developer,release_year,item_count,porcentaje_free
antonio renna,2017,2,0.0
antropi,2017,1,0.0
antti vaihia,2016,1,0.0
antuan johnson,2016,1,0.0
anuman interactive,2015,1,0.0
anvate games,2012,2,50.0
anvate games,2015,2,50.0
anvate games,2016,1,0.0
anvate games,2017,1,0.0
"anvil drop, llc",2015,1,0.0
anvil game studios,2017,1,0.0
anvil-soft,2000,1,0.0
anxious neck games,2017,1,0.0
apache600,2017,1,0.0
apapappa games,2017,2,0.0
apar games,2016,1,0.0
apar games,2017,1,0.0
"apathyworks, llc",2015,1,0.0
ape law,2015,1,0.0
ape law,2016,1,100.0
ape law,2018,2,0.0
ape marina,2016,1,0.0
apeirogon games,2017,1,0.0
apeiron,2006,1,0.0
apeiron,2007,1,0.0
apeiron,2009,1,0.0
aperico software,2017,1,0.0
aperture tag team,2014,1,0.0
apillo,2017,2,0.0
apillo,2018,2,0.0
apoapsis studios,2017,1,0.0
"apocoplay llc,ludeme games,coreedge inc",2016,1,100.0
apology games,2016,1,0.0
appgeneration,2016,1,0.0
apparition games,2014,1,0.0
appeal,2017,3,0.0
applava,2017,2,0.0
applepine games,2016,1,0.0
appliks apps studios,2017,1,0.0
appmania,2011,1,0.0
appmania/i-free,2013,1,0.0
appsolutely studios,2015,1,0.0
appyart games,2016,1,0.0
aproldvin,2017,1,0.0
apus software,2016,1,100.0
"apus software,three donkeys llc",2008,1,0.0
"apus software,three donkeys llc",2010,1,0.0
"apus software,three donkeys llc",2011,1,0.0
"apus software,three donkeys llc",2013,1,0.0
aqualuft games,2016,2,50.0
aquiris game studio,2017,6,0.0
ara interactive,2017,1,0.0
arachnid games,2013,1,0.0
arachnid games,2017,6,0.0
arai koh create office,2015,1,0.0
arai koh create office,2017,1,0.0
arational entertainment,2016,1,0.0
aratog llc,2015,4,25.0
aratog llc,2016,10,10.0
arbatskii anatolii,2017,1,0.0
arberth studios,2008,1,0.0
arboreal games,2015,1,0.0
arc system works,2006,1,0.0
arc system works,2014,2,0.0
arc system works,2015,38,0.0
arc system works,2016,13,0.0
arc system works,2017,13,0.0
"arc system works co., ltd.",2014,1,100.0
"arc system works,dotemu",2015,2,50.0
"arc system works,toybox inc.",2017,2,0.0
arc-gen,2015,1,0.0
arcade distillery,2017,1,0.0
arcade injection,2017,1,0.0
arcade zone,1994,1,0.0
arcade zone,1995,1,0.0
arcane architect,2017,1,0.0
arcane four studios,2016,1,0.0
arcane raise,2017,56,1.79
arcanity inc,2017,1,0.0
"arcen games, llc",2009,1,0.0
"arcen games, llc",2010,3,0.0
"arcen games, llc",2011,1,0.0
"arcen games, llc",2012,2,0.0
"arcen games, llc",2013,6,0.0
"arcen games, llc",2014,3,0.0
"arcen games, llc",2015,1,0.0
"arcen games, llc",2016,1,0.0
archaic entertainment,2010,1,100.0
archbears,2017,1,100.0
"archeia,degica",2014,1,0.0
"archeia,enterbrain",2015,1,0.0
archetype global,2014,2,50.0
archetype studios,2017,1,0.0
archive entertainment,2015,4,25.0
archon interactive,2017,1,0.0
arclight worlds,2017,1,0.0
arconyx,2016,1,0.0
arctic anteater,2014,1,0.0
arctic bird studio,2017,1,0.0
arctic hazard game studio a/s,2016,1,0.0
arcticfox223/crimsonspectrefox,2016,1,0.0
arcupion art,2017,1,100.0
ardi studio,2016,1,0.0
ardi studio,2017,1,0.0
arenanet®,2005,1,0.0
arenanet®,2006,2,0.0
arenanet®,2007,1,0.0
arenanet®,2008,1,0.0
areo gaming,2017,1,100.0
argali entertainment,2016,1,0.0
argali entertainment,2017,1,0.0
argent games,2016,1,0.0
argent games,2017,1,100.0
argo games,1995,1,100.0
argofox,2016,1,0.0
"argonauts interactive,collectif nemoïd",2015,1,0.0
"argus games,igp,promo trade toys llc",2017,1,0.0
aric morrow,2016,1,0.0
aries-lenov,2015,1,0.0
arise,2005,1,0.0
arkhouse,2016,1,0.0
arkane studios,2002,1,0.0
arkane studios,2006,1,0.0
arkane studios,2012,2,0.0
arkane studios,2013,3,0.0
arkane studios,2016,1,0.0
arkane studios,2017,1,0.0
arkavi studios,2014,1,0.0
arkedo,2012,3,0.0
arkedo,2013,1,0.0
arkedo,2014,1,0.0
armagedoom games,2017,1,0.0
armature studio,2014,1,0.0
armen murazyan,2017,1,0.0
armnomads llc,2016,2,0.0
armstrong powerhouse,2013,1,0.0
armstrong powerhouse,2016,1,0.0
armstrong powerhouse,2017,3,0.0
arran langmead,2016,1,0.0
arrogant pixel,2016,1,0.0
arrowgroundgames,2015,1,0.0
arrowhead game studio,2015,1,0.0
arrowhead game studios,2011,13,0.0
arrowhead game studios,2012,2,0.0
arrowhead game studios,2013,1,0.0
arrowhead game studios,2014,2,0.0
arrowhead game studios,2015,14,0.0
arrowiz,2017,1,100.0
ars creativa,2015,3,33.33
art games,2017,1,0.0
art in heart,2016,2,0.0
artalasky,2017,1,0.0
artbox games,2017,1,0.0
arteg,2017,2,0.0
artech studios,2008,1,0.0
artech studios,2010,1,0.0
"artees,trizton,will goss",2017,1,0.0
artefacts studio,2013,1,0.0
artefacts studio,2016,4,50.0
artefacts studio,2017,1,0.0
artefacts studios,2013,1,0.0
artefacts studios,2016,3,0.0
artefacts studios,2017,1,0.0
artem bondin,2016,1,0.0
artem bondin,2017,1,0.0
artem kotov,2014,1,0.0
artem kotov,2016,1,0.0
artery games,2010,1,0.0
artery games,2014,3,0.0
artery games,2017,1,0.0
artifex mundi,2011,2,0.0
artifex mundi,2012,3,0.0
artifex mundi,2013,5,0.0
artifex mundi,2014,4,0.0
artifex mundi,2016,2,0.0
artifex mundi,2017,2,0.0
artifice studio,2013,1,100.0
artifice studio,2015,1,0.0
artificer creator,2017,1,0.0
artisano,2017,1,0.0
"artisiti,studio vrtinec",2015,1,0.0
"artix entertainment, llc",2016,1,100.0
"artizens, inc.",2015,2,100.0
artnumeris,2014,1,0.0
artogon,2016,2,50.0
artogon,2017,7,0.0
artogon corp.,2016,1,0.0
artplant,2016,2,50.0
"arttu tuovinen,alan bourhis,michael callaghan",2017,2,100.0
artur berkowski berobasket,2017,1,0.0
"artur games,music by darkman007",2015,2,50.0
artur mandas,2015,1,0.0
artur rezende,2016,4,0.0
artur rezende,2017,5,40.0
artyom laletin,2017,1,100.0
arupaca laboratories,2017,1,0.0
"arvi teikari,roope mäkinen",2015,2,50.0
arvydas žemaitis,2016,1,0.0
arzola's,2016,1,0.0
arzola's,2017,1,0.0
as-key,2017,1,0.0
asakusa studios,2017,1,0.0
ascanio entertainment,2017,1,0.0
ascaron,2012,1,0.0
ascaron entertainment ltd.,2004,1,0.0
ascaron entertainment ltd.,2006,2,0.0
ascaron entertainment ltd.,2010,1,0.0
ascension entertainment llc,2008,1,100.0
ascension interactive media,2017,1,0.0
ashdar games,2017,2,0.0
asixa,2016,1,0.0
ask an enemy studios,2017,1,0.0
aslak studio,2017,1,0.0
"asmodee digital,f2z entertainment",2018,1,100.0
"asmodee digital,frima studio",2016,1,0.0
"asmodee digital,frima studio",2017,2,0.0
"asmodee digital,playsoft",2017,1,0.0
"asmodee digital,playsoft",2017,2,0.0
"asmodee digital,playsoft,z-man games",2017,3,33.33
asobo studio,2008,1,0.0
"asobo studio,hip games",2005,1,0.0
aspyr,2012,3,0.0
aspyr studios,2010,1,0.0
"aspyr,quantic dream (original release)",2015,1,0.0
assemble entertainment,1994,1,0.0
assemble entertainment,2001,1,0.0
assemble entertainment,2017,2,0.0
astalo games,2017,1,0.0
"astalo games,sami tikkamäki",2017,1,0.0
asteroid base,2015,1,0.0
astra game studio,2016,1,0.0
astral byte ltd.,2014,2,50.0
astralax,2017,1,0.0
astrobear games,2016,1,0.0
astronomic games,2015,3,0.0
astronomic games,2016,3,0.0
astronomic games,2017,1,0.0
astrosimer,2015,1,0.0
asunder studios,2017,1,0.0
asya yurina,2016,1,0.0
asylum entertainment,2003,1,0.0
asymmetric,2017,2,0.0
asymptotic games,2017,1,0.0
atgames,2014,1,0.0
atapki,2014,2,50.0
atapki,2017,1,0.0
atara games,2017,1,0.0
atelier 801,2015,1,100.0
atelier melon-kissa,2017,3,0.0
aterdux entertainment,2015,3,0.0
aterdux entertainment,2016,1,0.0
"atixx,clorithstudio",2015,1,0.0
atmosphere entertainment studios,2015,1,0.0
atom republic,2017,1,100.0
"atom switch, inc.",2016,3,0.0
"atom switch, inc.",2017,3,100.0
"atomic fabrik,cristian manolachi",2016,1,0.0
"atomic fabrik,cristian manolachi",2017,1,0.0
atomic jelly,2018,1,100.0
atomic planet,2015,1,0.0
atomic pond studios,2016,2,0.0
atomic wolf,2017,1,0.0
atomictorch studio,2015,1,0.0
atomictorch studio,2016,1,0.0
atomictorch studio,2017,2,0.0
atomicom,2017,1,0.0
atomicom limited,2015,2,0.0
atomix productions,2013,1,100.0
atrax games,2015,2,50.0
atriagames,2017,3,33.33
attila d.,2017,1,0.0
attila vitez,2017,2,0.0
attract mode games,2014,1,0.0
atum software,2016,2,0.0
atum software,2017,1,0.0
atypical games,2015,1,0.0
atypical games,2016,1,0.0
atypical games,2017,1,0.0
auburn sounds,2017,1,0.0
audials ag,2015,9,0.0
audio 4n6,2017,1,0.0
audio insurgency,2016,1,0.0
aundre rogers,2016,1,0.0
aundre rogers,2017,1,0.0
auralab,2015,1,100.0
auralab,2016,1,0.0
aurelien regard,2015,2,0.0
aurelien regard games,2018,1,100.0
auroch digital,2013,1,0.0
auroch digital,2015,1,0.0
auroch digital,2016,1,0.0
auroch digital,2017,3,33.33
auroracorp,2017,1,0.0
auslogics software,2015,1,0.0
austin handle,2016,1,100.0
austin wintory,2015,1,0.0
autarca,2015,1,0.0
autarca,2017,1,0.0
"authentic illusions,arbor sheep",2017,1,100.0
autoattack games,2017,1,0.0
autobotika,2015,1,100.0
"autobotika,game nation inc",2015,1,0.0
"automata source,quirkafleeg",2015,1,0.0
"automata source,quirkafleeg",2016,1,0.0
automaton,2017,2,50.0
autonomic interactive,2016,1,0.0
autonomic interactive,2017,1,0.0
autotelic games llc,2017,1,100.0
autotivity entertainment,2015,1,0.0
autumn moon,2008,1,0.0
autumn moon,2015,1,0.0
avalanche software,2005,1,0.0
avalanche software,2006,1,0.0
avalanche software,2008,1,0.0
avalanche software,2011,2,0.0
"avalanche software,heavy iron studios",2016,3,0.0
avalanche studios,2006,1,0.0
avalanche studios,2010,8,0.0
avalanche studios,2011,3,0.0
avalanche studios,2013,1,100.0
avalanche studios,2015,7,0.0
avalanche studios,2016,5,0.0
"avalanche studios,feral interactive (mac/linux)",2015,1,0.0
avallon alliance,2017,3,33.33
avallon alliance,2018,1,0.0
avant games,2017,1,100.0
avatar creations,2014,1,0.0
avekvist,2017,1,0.0
aventurine sa,2013,1,100.0
aves games,2017,1,0.0
avidly wild games,2014,1,0.0
avidly wild games,2015,1,0.0
avrdragon,2015,1,100.0
awaceb,2016,2,0.0
awem studio,2007,2,0.0
awem studio,2009,1,0.0
awesome games studio,2013,1,0.0
awesome games studio,2014,1,0.0
awesome games studio,2017,2,0.0
awesome industries,2017,1,0.0
awesomeblade,2014,1,0.0
aweswan studios,2017,1,0.0
awfully nice studio,2015,1,100.0
awfully nice studios,2016,1,0.0
awoker games,2014,1,0.0
awoker games,2016,1,0.0
axed game studio,2015,1,0.0
axel shokk,2015,1,0.0
axel sonic,2016,2,0.0
axiomatic games,2017,1,0.0
axis game factory,2014,3,0.0
axis game factory llc,2013,2,0.0
axis game factory llc,2015,3,0.0
"axis game factory, inc.",2015,1,0.0
axis games,2015,1,0.0
axis games,2016,2,0.0
axis games,2017,1,0.0
"axol studio, llc",2015,1,0.0
"axol studio, llc",2016,1,0.0
axolot games,2016,1,0.0
axyos games,2014,1,0.0
axyos games,2016,1,0.0
axyos games,2017,2,0.0
ayedh,2017,1,0.0
azarashi no yakata,2017,1,0.0
aéronie,2017,1,0.0
b.bit,2017,1,0.0
b2expand,2017,1,100.0
b52 development team,2017,1,0.0
"baby duka,bd games",2016,1,100.0
"baby duka,baby duka games",2016,1,0.0
bad team,2017,2,0.0
bandai namco entertainment inc.,2016,2,0.0
bandai namco studio inc.,2014,2,0.0
bandai namco studio inc.,2015,8,0.0
bandai namco studio inc.,2016,1,0.0
bandai namco studios inc.,2016,5,0.0
bandai namco studios inc.,2017,19,26.32
"bandai namco studios vancouver,hipster whale,3 sprockets",2016,1,0.0
barchboi,2016,1,0.0
bbg entertainment gmbh,2016,3,0.0
bbq games,2015,1,0.0
bbit,2017,1,100.0
bc,2017,1,0.0
"behemutt,kishimoto studios",2018,1,100.0
beta - indie,2016,1,0.0
beta - indie,2017,1,0.0
bioszard dev,2017,1,0.0
bit-gen,2015,1,0.0
bjgameind,2017,2,0.0
bjgameind,2018,1,0.0
bkom studios,2017,6,0.0
bl-logic,2010,1,0.0
"black lodge games, llc",2017,1,0.0
bme digital studios,2016,1,0.0
"bna studios, llc",2017,1,100.0
bobafetta,2017,1,0.0
bohdokumen.,2017,1,0.0
braineart,2017,1,0.0
brhp,2016,1,0.0
brink 3d,2016,1,0.0
bs1 &amp; bsl team,2014,1,0.0
bsk games,2015,2,0.0
bt studios,2016,1,0.0
bt studios,2017,1,0.0
btd team,2016,1,100.0
btncafe,2015,1,0.0
bug-studio,2017,1,0.0
bugbear,2012,5,0.0
buniakra games,2017,1,0.0
burp! games,2017,2,0.0
bwgames,2017,1,0.0
bycodec teknoloji ltd,2016,2,50.0
byu animation -  class of 2016,2016,1,100.0
byu animation -  class of 2017,2017,1,100.0
baba yaga games,2016,1,0.0
baba yaga games,2017,2,0.0
babalus123,2017,1,0.0
babloon studios,2017,1,0.0
babloon studios,2018,1,100.0
back to basics gaming,2015,1,0.0
backburner games,2017,1,0.0
backstab games,2014,1,0.0
backward pies,2015,1,0.0
backyard team,2017,1,100.0
bacon bandit games,2014,2,50.0
bacon bandit games,2015,1,0.0
bacon wrapped games,2011,2,0.0
bacq stellan,2015,2,50.0
bacq stellan,2017,13,7.69
"bacq stellan,chris hédé,otakumaker studio",2017,1,100.0
bad attempt,2017,1,0.0
bad cast games,2016,1,0.0
bad coffee games,2017,1,0.0
bad duck games,2017,1,0.0
bad gravity,2017,1,0.0
bad panda games,2017,1,0.0
bad pixel,2016,5,20.0
bad seed,2015,1,0.0
bad seed,2016,1,0.0
bad seed,2017,2,50.0
badcat studios,2017,1,0.0
"badfly interactive, a.s.",2014,1,0.0
"badfly interactive, a.s.",2016,1,0.0
badwolf games,2016,1,0.0
badwolf games,2017,1,0.0
badgerhammer,2017,1,0.0
badim,2016,2,0.0
badim,2017,2,0.0
badland development studio,2015,1,0.0
badland studio,2014,1,0.0
bae team,2017,2,0.0
bagelmaster5000,2017,1,0.0
baggy cat ltd,2015,1,0.0
bail! enemy jet!,2017,1,0.0
bakershah games,2017,2,0.0
balcony team,2016,1,0.0
baller industries,2010,1,0.0
baller industries,2013,1,0.0
ballista studios ivs,2016,1,0.0
ballistic frogs,2015,1,0.0
baltic dragon,2016,1,0.0
bambastic games,2017,1,0.0
bamtang,2009,1,0.0
bandit-1,2016,2,50.0
bane games,2014,1,0.0
bankroll studios,2015,1,0.0
banyango,2017,2,0.0
barbara karpowicz,2017,1,0.0
bare mettle entertainment,2015,1,0.0
barking dog studios,2002,1,0.0
barlock games,2017,1,0.0
barnstorm games,2016,1,0.0
"barnyard intelligence games,crystal labs",2015,1,0.0
baroque decay,2016,1,0.0
barrel roll games,2017,1,0.0
bartosz bojarowski,2016,1,100.0
bartosz bojarowski,2017,1,0.0
barty games,2017,1,0.0
basaltic studio,2016,1,100.0
basecamp games,2015,2,0.0
basilisk games,2007,1,100.0
basilisk games,2010,1,0.0
basilisk games,2014,1,0.0
bass pro shops,2016,1,0.0
bass pro shops,2017,1,0.0
bat byte,2016,1,0.0
"bat country games, llc",2014,1,0.0
"bat country games, llc",2017,2,0.0
batcat games,2016,1,0.0
batholith entertainment,2015,1,0.0
batholith entertainment,2016,1,0.0
batholith entertainment,2017,1,0.0
batovi games studio,2016,1,0.0
battenberg software,2015,1,0.0
battenberg software,2016,3,33.33
battenberg software,2017,1,0.0
"batterystaple games,fire hose games",2017,2,0.0
battle blockyverse studios,2017,1,0.0
"battle factory,hexwar games",2017,1,100.0
battle of crete development team,2010,1,100.0
battlebyte,2015,1,0.0
battlegames,2017,1,0.0
battlegoat studios,2008,1,0.0
battlegoat studios,2011,1,0.0
battlegoat studios,2014,2,0.0
battlegoat studios,2016,1,100.0
battlegoat studios,2017,2,0.0
battlebard games,2015,1,0.0
battlecruiser games,2016,1,0.0
battlecruiser games,2017,2,50.0
batu games llc,2016,1,0.0
bazitov mikhail,2016,1,100.0
behappy studios,2016,1,0.0
beam team games,2015,1,0.0
beamng,2015,1,0.0
beamdog,2013,2,0.0
beamdog,2014,1,0.0
beamdog,2016,5,0.0
beamdog,2017,8,87.5
"beamz interactive, inc.",2017,13,0.0
bean boy games,2016,2,50.0
beard games studio,2017,2,0.0
bearded bird game studio,2016,1,0.0
bearded eye,2016,1,0.0
bearded giant games,2017,1,0.0
beast games,2015,2,0.0
beast mode games,2016,1,0.0
beatnik games,2010,1,0.0
beautifun games,2013,1,0.0
beautifun games,2016,1,0.0
beaver drummer,2017,1,0.0
beavis soft,1994,1,0.0
because i can,2017,1,0.0
beckoning cat,2014,1,0.0
bedlam games,2011,1,0.0
bedtime digital games,2014,2,0.0
bedtime digital games,2017,1,0.0
"bedtime digital games,stöj snak",2017,1,0.0
"beefjack,dean edwards",2016,1,0.0
beenox,2006,1,0.0
"beep games, inc.",2017,1,0.0
befuddlebug,2017,1,0.0
behaviour,2011,1,0.0
behaviour interactive,2013,1,0.0
behaviour interactive inc.,2012,1,0.0
behaviour interactive inc.,2017,1,100.0
behold studios,2013,1,0.0
behold studios,2015,2,0.0
behold studios,2017,2,0.0
behtam developer,2015,1,0.0
"beijing xinrun technology co.,ltd",2016,1,0.0
bekho team,2016,2,0.0
bekkerdev studio,2017,2,0.0
belarus games,2016,2,0.0
belarus games,2017,2,0.0
beldarak games,2015,1,0.0
beldarak games,2017,1,0.0
bellosoft,2017,1,0.0
belsimtek,2013,2,0.0
belsimtek,2014,1,0.0
belsimtek,2015,1,0.0
belsimtek,2016,1,0.0
bemoworld studios,2017,1,0.0
ben 'yahtzee' croshaw,2015,1,0.0
"ben 'yahtzee' croshaw,collected worlds",2015,1,0.0
ben allen,2017,1,0.0
ben aprigliano,2015,2,0.0
"ben aprigliano,stefan evers",2015,1,0.0
ben hendel-doying,2015,1,0.0
ben hopkins,2017,1,0.0
"ben lam,power up audio",2015,1,0.0
ben lovegrove,2017,1,0.0
ben prunty music,2012,1,0.0
ben vista ltd.,2017,1,0.0
bence sipka,2017,1,0.0
"benedict fritz,greg wohlwend,joel corelitz,david laskey,jenna blazevich",2017,2,0.0
"benedict nichols,machine 22",2016,1,0.0
benjamin bryant,2014,1,100.0
benjamin famiglietti,2015,1,0.0
benjamin lapid,2015,1,0.0
benjamin rivers inc.,2012,1,0.0
benjamin rivers inc.,2017,1,0.0
"benjamin rivers inc.,ivor stines",2017,1,0.0
benjamin rommel games,2017,1,0.0
benjamin scott,2017,1,0.0
benjamin soulé,2016,1,0.0
benn powell,2017,1,0.0
bennett foddy,2017,1,0.0
bento studio,2017,1,0.0
bento-studio,2015,1,0.0
berdochan,2017,1,0.0
berezka,2017,1,0.0
bernackels,2017,1,0.0
bernard bell,2017,1,0.0
bernhardm,2016,1,0.0
bernhardp,2017,1,0.0
bernt andreas eide,2014,1,100.0
berserk games,2015,1,0.0
berserk games,2016,6,0.0
berserk games,2017,11,0.0
"berserk games,ape games",2016,1,0.0
"berserk games,cool mini or not",2016,1,0.0
"berserk games,dan verssen games",2017,1,0.0
"berserk games,future pastimes",2015,1,0.0
"berserk games,gamelyn games",2016,3,0.0
"berserk games,magic meeple games",2016,1,0.0
"berserk games,nskn games",2015,1,0.0
"berserk games,nskn games",2016,1,0.0
"berserk games,robert burke games",2016,1,0.0
"berserk games,stonemaier games",2015,1,0.0
"berserk games,stonemaier games",2016,2,0.0
"berserk games,victory point games",2016,1,0.0
berzerk studio,2017,4,25.0
besedka games studio,2016,1,0.0
besedka games studio,2017,1,0.0
beshevgames,2017,2,0.0
best friend games,2017,1,0.0
best gaem studio,2015,1,0.0
best way,2004,1,0.0
best way,2006,1,0.0
best way,2009,1,0.0
betadwarf,2013,2,0.0
betadwarf,2014,1,0.0
betadwarf,2016,6,0.0
betashark llc,2017,1,100.0
bethesda game studios,2002,1,0.0
bethesda game studios,2007,1,0.0
bethesda game studios,2008,1,0.0
bethesda game studios,2009,1,0.0
bethesda game studios,2010,5,0.0
bethesda game studios,2015,1,0.0
bethesda game studios,2016,7,0.0
bethesda game studios,2017,4,100.0
bethesda game studios®,2009,1,0.0
beti-x,2015,1,0.0
betsongames,2017,1,0.0
beyond play limited,2017,1,0.0
beyond technical inc.,2016,1,0.0
biart,2012,1,0.0
biart company llc,2014,4,25.0
biart company llc,2015,1,0.0
bibiki,2014,1,0.0
"bibiki,evgiz",2017,1,0.0
bidoniera games,2018,1,0.0
big ant studios,2014,3,66.67
big ant studios,2015,2,0.0
big ant studios,2016,2,50.0
big ant studios,2017,3,0.0
"big ant studios,crosse studios",2016,1,0.0
big blaze,2015,1,0.0
big blaze games,2017,2,0.0
big boat interactive,1999,1,0.0
big boat interactive,2016,1,0.0
big corporation,2016,1,0.0
big cow studios,2016,2,0.0
big daddy's creations,2016,1,0.0
big fat alien,2011,1,0.0
big fat alien,2016,1,0.0
"big fat alien,blue sock studios",2017,1,0.0
big fat simulations inc.,2011,1,0.0
big fat simulations inc.,2015,2,0.0
big fat simulations inc.,2016,1,0.0
big fat simulations inc.,2017,1,0.0
big finish games,2014,2,50.0
big fish games,2005,1,0.0
big fish games,2006,2,0.0
big fish games,2007,2,0.0
big fish games,2008,3,0.0
big fish games,2009,1,0.0
big fish games,2016,3,66.67
big fish studios,2011,1,0.0
big fish studios,2016,3,0.0
big fish studios,2017,2,0.0
big fun games,2017,1,0.0
big green pillow,2015,1,0.0
big head games,2013,1,0.0
"big huge games,38 studios",2012,4,0.0
big loop studios,2016,1,0.0
big pixel studios,2014,1,0.0
big robot ltd,2012,1,0.0
big robot ltd,2013,1,0.0
big robot ltd,2017,1,0.0
big sandwich games,2011,3,0.0
"big splash games, llc",2009,1,0.0
big way games,2017,2,0.0
bigant studios,2008,1,0.0
bigblaze games,2014,1,0.0
bigcheesegames,2016,2,0.0
bigmoutheddog studio,2017,1,0.0
bigtapir games,2017,1,100.0
bigfingers,2016,1,0.0
bigmoon studios,2015,1,0.0
bigosaur,2015,1,0.0
bigosaur,2016,1,0.0
bigzur games,2016,1,0.0
bikkuri software,2017,2,0.0
bilal itani,2016,1,0.0
bill and eli productions,2014,1,0.0
billy goat entertainment ltd,2016,1,0.0
"bimboosoft co.,ltd.",2015,1,0.0
binary cocoa,2016,1,0.0
binary fortress software,2013,1,0.0
binary fortress software,2015,1,0.0
binary fortress software,2017,1,0.0
binary helix,2014,1,0.0
binary soul,2017,1,0.0
binary souls,2017,1,100.0
binary takeover,2014,1,0.0
"binary zoo,the game creators",2015,1,100.0
"binary zoo,the game creators",2017,1,100.0
binarydream,2016,1,0.0
binarystudio 54,2016,2,0.0
binji,2017,2,0.0
"binji,breakdown epiphanies",2017,1,0.0
bioware,1996,1,0.0
bioware,2008,1,0.0
bioware,2009,1,0.0
bioware,2010,4,0.0
bioware corporation,2000,1,0.0
bioware corporation,2007,1,0.0
"bioware,aspyr (mac)",2003,1,0.0
biodrone studios,2016,1,100.0
bionic penguin,2017,1,0.0
bionic pony,2016,1,0.0
bionic pony,2017,1,0.0
bird in sky,2017,1,0.0
birdshark! games,2017,1,0.0
birdwall games,2017,1,0.0
biscuitplay,2016,1,0.0
bison kings game studios,2017,1,0.0
bit bionic llc,2017,1,0.0
"bit blot, llc",2007,1,0.0
bit byterz,2017,1,0.0
"bit planet games, llc",2012,1,0.0
"bit planet games, llc",2015,1,0.0
"bit planet games, llc",2016,1,0.0
bit2good ug,2015,2,0.0
bitcake studio,2016,2,50.0
bitcake studio,2017,1,0.0
bitfinity,2016,1,0.0
"bitmonster, inc.",2014,1,0.0
"bitmonster, inc.",2015,1,0.0
bitsits games,2012,1,100.0
bitbox ltd.,2015,1,0.0
bithell games,2012,1,0.0
bithell games,2015,3,0.0
bithell games,2017,1,0.0
"bitl,cobalt-57",2015,1,100.0
bitmap bureau,2017,4,25.0
bitmen studios,2016,1,0.0
bitporters ltd.,2017,1,0.0
bits &amp; beasts,2015,1,0.0
bits &amp; beasts,2017,1,0.0
bitsalive game studios,2017,1,0.0
